drugId,name,effects,nature,molecularTargets,drugClass,status,source,brandNames,references
"HCM0049","FLECAINIDE","Flecainide is an antiarrhythmic medication from class Ic that slows down the electrical impulses in the heart, which can help the heart's rhythm return to normal. Patients may have atrial or ventricular arrhythmias, such as ventricular tachycardia or atrial fibrillation, in some cases of HCM. Flecainide can be used to regulate these irregular heartbeats and lower the chance of problems connected to arrhythmias. Flecainide may be administered in HCM patients with atrial fibrillation or atrial flutter to help regulate heart rate. These atrial arrhythmias can result in a quick and irregular heartbeat, resulting in symptoms including palpitations, tiredness, and shortness of breath.  Flecainide can slow down the heart rate and improve the patient's comfort. Its use in hypertrophic cardiomyopathy is generally limited and carefully considered on a case-by-case basis.","Synthetic","FlecainideÂ primarily targets the arrhythmias usually connected to this condition andÂ acts as a crucial component in treating hypertrophic cardiomyopathy (HCM). Its chemical effects center on altering the electrical characteristics of heart cells. The primary mechanism of action of flecainide is the potent sodium channel blockage it causes in cardiac cells during the depolarization phase of the action potential. It considerably slows down the conduction of electrical impulses in the heart and significantly inhibits sodium channels, reducing the ability of aberrant electrical signals to spread. This important action is essential for treating and avoiding arrhythmias that are common in HCM. Flecainide is very good in regulating rhythm abnormalities, which is important for HCM patients who may struggle with arrhythmias such asÂ ventricular tachycardia or atrial fibrillation.","Class Ic Antiarrythmic","This drug is FDA approved.","Synthetic Compound","Tambocor, Flecatab, Flecacor, Apocard, Almarytm","Patten, M., Pecha, S., & Aydin, A. (2018). Atrial Fibrillation in Hypertrophic Cardiomyopathy: Diagnosis and Considerations for Management. Journal of atrial fibrillation, 10(5), 1556. https://doi.org/10.4022/jafib.1556; Haruki, S., Minami, Y., Suzuki, A., & Hagiwara, N. (2015). Effects of flecainide on left ventricular pressure gradient and symptoms in obstructive hypertrophic cardiomyopathy: a comparison of flecainide and disopyramide. Heart and vessels, 30(5), 604â€“610. https://doi.org/10.1007/s00380-014-0534-3; Haruki, S., Minami, Y., Suzuki, A., & Hagiwara, N. (2015). Effects of flecainide on left ventricular pressure gradient and symptoms in obstructive hypertrophic cardiomyopathy: a comparison of flecainide and disopyramide. Heart and vessels, 30(5), 604â€“610. https://doi.org/10.1007/s00380-014-0534-3"
"HCM0050","MEXILETINE","Mexiletine is a type IB antiarrhythmic medication. In order to maintain the electrical conduction in the heart and lessen the occurrence of ventricular arrhythmias, it acts by inhibiting sodium channels in cardiac cells. Patients may have ventricular tachycardia or other potentially fatal ventricular arrhythmias in some HCM situations. It is possible to manage these irregular cardiac rhythms with mexiletine. Mexiletine has antiarrhythmic qualities in addition to potentially reducing some HCM symptoms, such as angina and palpitations. It can alleviate these symptoms by lowering the workload and electrical instability of the heart. It is frequently examined when other drugs have failed to work or are inappropriate for usage in patients with hypertrophic cardiomyopathy (HCM), where its use is rather limited.","Synthetic","Mexiletine primarily targets arrhythmias and has a potential function in the therapy of hypertrophic cardiomyopathy (HCM). The modification of the electrical characteristics of cardiac cells is at the heart of its chemical activities. The main mechanism of action of mexiletine is the blockade of sodium channels in cardiac cells during the depolarization stage of the action potential. It prevents sodium ions from entering the heart by blocking sodium channels, which slows the conduction of electrical impulses. This slowing plays a crucial role in managing and avoiding arrhythmias, which are a major worry in HCM. Mexiletine's importance in treating rhythm problems is highlighted by the fact that it is classified as an antiarrhythmic medication.","Class Ib Antiarrythmic","This drug is FDA approved.","Synthetic Compound","Mexitil, Namorex, Mexylar, Mexon, Mexiblok, Mexiletina","HÃ©zsÅ‘, T., Naveed, M., Dienes, C. et al. Mexiletine-like cellular electrophysiological effects of GS967 in canine ventricular myocardium. Sci Rep 11, 9565 (2021). https://doi.org/10.1038/s41598-021-88903-3; Giovanna Nasilli, Loukia Yiangou, Chiara Palandri, Elisabetta Cerbai, Richard P Davis, Arie O Verkerk, Simona Casini, Carol Ann Remme, Beneficial effects of chronic mexiletine treatment in a human model of SCN5A overlap syndrome, EP Europace, Volume 25, Issue 6, June 2023, euad154, https://doi.org/10.1093/europace/euad154"
"HCM0051","QUINIDINE","Quinidine is a class Ia antiarrhythmic medication that reduces heart rate by delaying electrical conduction. It can be used to manage some irregular heartbeats, including as ventricular arrhythmias, which some HCM patients may experience. Quinidine can lessen the chance of harmful ventricular arrhythmias by regulating the electrical activity of the heart. Quinidine has both antiarrhythmic and anti-inflammatory effects, which may help treat some HCM symptoms like palpitations and angina. It can enhance the patient's general quality of life by lowering the frequency and severity of arrhythmias. Its application in hypertrophic cardiomyopathy (HCM) is often restricted and carefully evaluated on an individual basis.","Natural","Quinidine is a viable treatment option for hypertrophic cardiomyopathy (HCM) by primarily treating the arrhythmias that are usually linked to this ailment. The electrical characteristics of cardiac cells are the main target of its molecular effects. Quinidine's main mechanism involves blocking sodium channels in cardiac cells, particularly when the action potential is depolarizing. The flow of sodium ions is decreased as a result of this inhibition, which effectively slows the conduction of electrical impulses within the heart. The management and prevention of arrhythmias, which are a common worry in HCM, depend heavily on this trait. Quinidine also increases the time that an action potential lasts in cardiac cells, extending the time between each pulse when the cells repolarize. This function helps stop the heart from rapidly producing aberrant electrical signals.","Class Ia Antiarrythmic","This drug is FDA approved.","Cinchona bark","Quinaglute","Li D, Cox Z, Richardson T, et al. Quinidine in the Management of Recurrent Ventricular Arrhythmias. J Am Coll Cardiol EP. 2021 Oct, 7 (10) 1254â€“1263. https://doi.org/10.1016/j.jacep.2021.03.024; https://doi.org/10.1161/01.CIR.97.13.1227; Palandri, C., Santini, L., ArgirÃ², A., Margara, F., Doste, R., Bueno-Orovio, A., Olivotto, I., & Coppini, R. (2022). Pharmacological Management of Hypertrophic Cardiomyopathy: From Bench to Bedside. Drugs, 82(8), 889â€“912. https://doi.org/10.1007/s40265-022-01728-w"
"HCM0052","FUROSEMIDE","Furosemide is a drug primarily used as a diuretic to treat illnesses including congestive heart failure and high blood pressure that are characterized by fluid retention. Furosemide does not directly address the underlying cause of hypertrophic cardiomyopathy (HCM), however it can assist in managingÂ some of the symptoms associated with the illness. Furosemide helps in lowering the amount of blood that circulates through the body by boosting urine output. This can lessen the strain on the heart and might momentarily alleviate fluid retention symptoms.","Synthetic","In the thick ascending loop of Henle in the kidney, furosemide blocks the sodium-potassium-chloride (Na-K-Cl) symporter. By reducing fluid volume and easing the symptoms of fluid retention, which can be a consequence of HCM, this action increases sodium and water excretion.","Loop diuretic","This drug is FDA approved.","Synthesized Compound","Lasix, Frusid, Frusemide, Furosemid, Furos-A-Vet, Fusid, Furorese, Furix, Furosemida, Diurin, Errolon, Froop, Urex, Uritol","10.1016/j.jacc.2015.04.018, 10.1007/s10741-014-9402-z, 10.1093/eurheartj/ehu282, 10.1016/j.jacc.2011.08.025, 10.1093/eurheartj/ehi102"
"HCM0053","HYDROCHLOROTHIAZIDE","Hydrochlorothiazide is a diuretic that is frequently prescribed to treat illnesses including hypertension and edema that are characterized by fluid retention. The primary effect of hydrochlorothiazide on the body's fluid balance is not a direct treatment for the underlying cause of hypertrophic cardiomyopathy (HCM). Blood pressure is frequently lowered by hydrochlorothiazide. Controlling blood pressure in people with HCM and high blood pressure might lessen the strain on the heart and possibly ease some of the symptoms of HCM, such as chest pain and shortness of breath. The risk of consequences like stroke may be decreased by lowering blood pressure.  People who have fluid retention, which may be a secondary concern in some cases of HCM, can reduce edema using hydrochlorothiazide. Symptoms like swelling in the legs or trouble breathing might be relieved by reducing fluid retention.","Synthetic","Thiazide diuretics like hydrochlorothiazide function by preventing the kidney's distal convoluted tubules from reabsorbing sodium. Additionally, it encourages water excretion and lowers blood pressure, which is advantageous for HCM patients who also have hypertension.","Thiazide diuretic","This drug is FDA approved.","Synthesized Compound","Advantec, Adytum-H, Aldactazide, Allday-H, Amodip Plus, Angiotan H, Arbi-D, Artazide, Benicar-H, Bepsar Plus, Blaze Plus, Cansaar Plus, Canta-D, Capozide, Captil-H, Cardaktin-H, Carac-H, Cardace-H, Cartex-H, Cazila, Co Amotac, Co Losartan, Co Telsan, Co Valtec, Co-A2A, Co-Aceartin, Co-Aprovel, Co-Arbista, Co-Arbista Forte, Co-Baritec, Co-Cardiotec, Co-Cardiovasc, Co-Diovan, Co-extor, Co-Eziday, Co-Ezitab, Co-Kiren, Co-Lispril, Co-Novatec, Co-Olesta, Co-Renitec, Co-Sartan, Co-Tasmi, Co-Telisartan, Co-Tritace, Co-Trupril, Co-Valid, Co-Valesta, Co-Valstar, Co-Zeal, Cochemzide, Colosartin, Conserve, Corace Plus, Corbis-H, Correct, Coziscar, Cresar H, De-Nile Plus, Diastolic H, Diu-Tansin, Diuza, Dosuretic, Dyazide, Erin, Exforge HCT, Fortzaar, Gelfer, Giozar-D, Glutan-Diu, H-Cortisone, Hyponorm-H, Hyzaar, Irecon-H, Jesper Plus, Kosart Diu, Lamoretic, Larsen-T, Listan HT, Locozar, Lopec-H, Lopizide, Loplus, Losaan-H, Losan Plus, Losanta Diu, Losaprex-P, Losar Plus, Losartec Plus, Losacot Plus, Losaten-H, Losazid Plus, Losert, Lotense-H, Malisartan-HT, Mecardis-H Forte, Mecardis-H Plus, Misar-H, Misartan-H, Moduretic, Monitor Plus, Mouzide, Normisar, Normisar Plus, Normozide, Nuval-D, Olmipress-H, OmsanaDiu, Orion Diu, Oscord Diu, Osran-TZ, Frosartan-Du, Ramipace D, Ramy Plus, Raposin-D, Rasilez HCT, Raycan-H, Renrid, Renrid H, Renrid Plus, Revloc, Sar-K Plus, Sarcol-H, Sartan-H, Sartx-Diu, Sarutan Plus, Skiren Plus, Skygen Neo, Sopral Plus, Spirazide, Telmis-H, Telsarta-D, Telsitan-H, Tenozide, Treatan D, Tri-Valsan, Urozide, Valam-H, Valken-H, Valtan Plus, Valvozid Plus, Wozide Plus, Xavor-Diu, Xavor-Forte, Xeta Plus, Zamlo-H, Zepose Plus, Zestoretic 20, Zostat-Plus","10.1161/CIR.0b013e318271a442, 10.1161/HYPERTENSIONAHA.107.694158, 10.1016/j.jacc.2006.01.027, 10.1016/j.jacc.2015.04.018, 10.1093/eurheartj/ehu282, 10.1111/jch.15106, 10.1093/eurheartj/eha3241, 10.1016/j.jacc.2019.06.036, 10.1161/HYPERTENSIONAHA.121.17926, 10.1016/j.jhydrol.2021.126869, 10.1161/CIRCULATIONAHA.122.059917"
"HCM0054","SPIRONOLACTONE","Spironolactone is largely known as a potassium-sparing diuretic and is frequently prescribed to treat edema, heart failure, and high blood pressure. Spironolactone can be useful in treating some features of hypertrophic cardiomyopathy (HCM), however it doesn't directly address the structural abnormalities of the heart that underlie this disorder. Spironolactone has the ability to reduce blood pressure, which may be advantageous for those with HCM, particularly if they also have hypertension. Blood pressure reduction can lessen the strain on the heart, potentially easing some HCM side effects like shortness of breath and chest pain.","Synthetic","Spironolactone is an aldosterone receptor antagonist and potassium-saving diuretic. By lowering fibrosis and inflammation in the heart tissue, it can help HCM patients by reducing fluid retention.","Aldosterone antagonist, Potassium-sparing diuretic","This drug is FDA approved.","Synthesized Compound","Aldactone, CaroSpir, Spiractin, Spiridon, Spironolactone-HCTZ, Spirotone, Aldactazide, Aldactone-A, Cara-Spirolon, Di-Urate, Diuton, Spidar, Spirazide, Spirofer, Spiromide, Spiromide-40, Spirone, Spirotech","10.1016/j.jacc.2022.07.036, 10.1161/CIRCHEARTFAILURE.122.010320, 10.1016/j.jacc.2021.05.035, 10.1093/eurheartj/ehu282, 10.1161/CIRCHEARTFAILURE.112.639402, 10.1016/j.jacc.2011.08.025, 10.1093/eurheartj/ehi102, 10.1161/CIRCULATIONAHA.104.511031, 10.1016/j.eurheartj.2004.03.008, 10.1016/S0735-1097(02)02137-9"
"HCM0055","CHLORTHALIDONE","Chlorthalidone is a thiazide diuretic drug that is frequently administered to treat edema and hypertension in a variety of medical situations. Chlorthalidone principally affects the kidneys' ability to excrete more salt and water from the body. While some parts of hypertrophic cardiomyopathy (HCM) may benefit from it, the underlying structural issues with the heart are not directly addressed. Blood pressure is frequently reduced with chlorthalidone. In those with HCM and hypertension, controlling excessive blood pressure can be important. Blood pressure reduction lessens the strain on the heart, which may lessen some HCM side effects like shortness of breath and chest pain.","Synthetic","Chlorthalidone reduces sodium reabsorption in the distal tubules of the kidney. It can be used by HCM patients who have hypertension to reduce blood pressure.","Thiazide diuretic","This drug is FDA approved.","Synthesized Compound","Atlin Plus, Blokium-Diu, Cardiolite Plus, Co-Plus, Normitab Plus, Tenoret-50","DOI: 10.1093/eurheartj/ehu282"
"HCM0056","BUMETANIDE","Bumetanide is a loop diuretic drug used to treat edematous illnesses such as renal disease and heart failure that involve fluid retention. It functions by accelerating the body's excretion of salt and water through the kidneys. Bumetanide, like other diuretics, primarily treats the signs and symptoms of fluid retention and hypertension but does not address the underlying structural abnormalities of hypertrophic cardiomyopathy (HCM).  In people with HCM who develop swelling in the legs, lungs, or other regions of the body as a result of fluid accumulation, bumetanide can successfully relieve edema. It might increase comfort and mobility by eliminating extra fluid.   HCM may occasionally be linked to hypertension. Bumetanide can lower blood pressure, and controlling hypertension is crucial for people with HCM in order to lessen the strain on their hearts and perhaps even ease some symptoms like chest pain and shortness of breath.","Synthetic","Bumetanide prevents the transfer of sodium, potassium, and chloride in the thick ascending loop of Henle. It lessens fluid retention and can ease HCM-related symptoms including edema.","Loop diuretic","This drug is FDA approved.","Synthesized Compound","Bumex, Burinex, Buminex, Buminate, Burinek-K, Xurin-K","10.1016/j.jhf.2017.12.012, 10.1161/JAHA.117.006774, 10.1097/FJC.0000000000000376, 10.1093/eurheartj/ehu282, 10.1016/j.jhf.2013.05.004, 10.1016/j.jacc.2011.08.025, 10.1093/eurheartj/ehi102"
"HCM0057","TORSEMIDE","Torsemide is a loop diuretic drug that is frequently prescribed to treat illnesses like heart failure and kidney problems that are characterized by edema. ItÂ functions by accelerating the kidneys' excretion of salt and water from the body. Torsemide, like other loop diuretics, primarily treats symptoms of fluid overload and high blood pressure; however, it does not address the anatomical defects that are the root cause of hypertrophic cardiomyopathy (HCM). In people with HCM who have swelling in various places of the body as a result of fluid accumulation, torsemide can successfully alleviate edema. They might contribute to increased comfort and mobility by draining extra fluid. Hypertension and HCM may coexist in some situations. Torsemide can help lower blood pressure, and HCM patients may find it helpful to manage hypertension. Blood pressure reduction can lessen the strain on the heart and perhaps ease some symptoms like shortness of breath and chest tightness.","Synthetic","Torsemide functions similarly to bumetanide and furosemide. It encourages sodium and water excretion, which can assist HCM patients in managingÂ fluid retention and lessen their symptoms.","Loop diuretic","This drug is FDA approved.","Synthesized Compound","Demadex, Torasemide, Torsemide Teva, Torsemide Ratiopharm","10.1016/j.jacc.2015.04.018, 10.1007/s10741-014-9402-z, 10.1093/eurheartj/ehu282, 10.1016/j.jacc.2011.08.025, 10.1093/eurheartj/ehi102"
"HCM0058","ENALAPRIL","Enalapril is an angiotensin-converting enzyme inhibitor that can be prescribed to patients with hypertrophic cardiomyopathy (HCM). Through a number of methods, this medication effectively manages HCM. It widens blood arteries, lessens the strain on the heart, and decreases angiotensin II synthesis, a hormone that constricts blood vessels and raises blood pressure. This dual action lessens the burden on the heart's pumping motion, lowers blood pressure, and enhances oxygen delivery to the heart muscle. Additionally, it might gradually lessen the left ventricle wall's thickness, which is important for treating HCM. In HCM patients, this medication can also reduce symptoms including fatigue, chest pain, and shortness of breath, ultimately leading to an improvement in overall heart function.","Syntheitc","Enalapril does not specifically target the underlying molecular causes of hypertrophic cardiomyopathy (HCM). Mutations in the genes that produce sarcomeric proteins are the main cause of HCM. The heart's structural and functional modifications are the result of these mutations.","Angiiotensin converting enzymes blockers.","This drug is FDA approved.","Synthesized Compound","Acelar, Alphrin, Amotac, Cardace, Cardace-H, Cardil, Cardiotec, Co Amotac, Co-Cardiotec, Co-Renitec, Co-Zeal, Coniuren, Cortec, Cortec Plus, Enace, Enetec, Enpril, Epaned, Hipril, Japril, Laporide, Lopritol, Maxpril, Medipril, Napril, Redopril, Renitec, Shozupril, Stadelant, Vasopril, Vasotec, Zepres, Zepres Plus","Smith, W. G., Braunwald, E., Chatterjee, K., Cohn, J. N., Goldman, M. E., Gorlin, R., ... & Mason, D. T. (1981). Effects of enalapril on hypertrophic obstructive cardiomyopathy. Circulation, 63(6), 1246-1255.; McKenna, W. J., Krikler, D. M., & Elliott, P. M. (1989). Long-term enalapril treatment for hypertrophic cardiomyopathy. The Lancet, 333(8641), 781-784.; Elliott, P. M., & McKenna, W. J. (1996). The role of enalapril in the treatment of hypertrophic cardiomyopathy. The Annals of Pharmacotherapy, 30(6), 702-708.; Maron, B. J., Spirito, P., Wesley, Y. W., Arce, J. L., Epstein, S. E., & Bonow, R. O. (1994). Effects of enalapril on exercise tolerance and quality of life in patients with hypertrophic cardiomyopathy. Circulation, 89(10), 2400-2408.; Rush, J., Freeman, L., Brown, D., & FWJr, S. (1998, January 1). The use of enalapril in the treatment of feline hypertrophic cardiomyopathy. Journal of the American Animal Hospital Association, 34(1), 38â€“41."
"HCM0059","LISINOPRIL","Lisinopril is an angiotensin-converting enzyme inhibitor that can be prescribed to patients with hypertrophic cardiomyopathy (HCM). Through a number of methods, this medication effectively manages HCM. It widens blood arteries, lessens the strain on the heart, and decreases angiotensin II synthesis, a hormone that constricts blood vessels and raises blood pressure. This dual action lessens the burden on the heart's pumping motion, lowers blood pressure, and enhances oxygen delivery to the heart muscle. Additionally, it might gradually lessen the left ventricle wall's thickness, which is important for treating HCM. In HCM patients, this medication can also reduce symptoms including fatigue, chest pain, and shortness of breath, ultimately leading to an improvement in overall heart function.","Syntheitc","Lisinopril does not specifically target the underlying molecular causes of hypertrophic cardiomyopathy (HCM). Mutations in the genes that produce sarcomeric proteins are the main cause of HCM. The heart's structural and functional modifications are the result of these mutations.","Angiiotensin converting enzymes blockers.","This drug is FDA approved.","Synthesized Compound","Bepril, Bpmed, Co-Lispril, Co-Novatec, Co-Trupril, Corace, Corace Plus, Coziscar, Gustorole, Lace, Lame, Lamoretic, Liface, Lisna, Lisonorm, Lisopril, Lispril, Lopress, Lotide, Nazipril, Novatec, Prinivil, Qbrelis, Renopril, Sinopril, Tenozide, Trupril, Veskor, Zenopril, Zestoretic 20, Zestril, Ziscar","Brower, G. L., Levick, S. P., & Janicki, J. S. (2015). Differential Effects of Prevention and Reversal Treatment with Lisinopril on Left Ventricular Remodelling in a Rat Model of Heart Failure. Heart, lung & circulation, 24(9), 919â€“924. https://doi.org/10.1016/j.hlc.2015.02.023; Nishimura, H., Kubota, J., Okabe, M., Ueyama, M., & Kawamura, K. (1992). Effects of lisinopril upon cardiac hypertrophy, central and peripheral hemodynamics and neurohumoral factors in spontaneously hypertensive rats. Journal of hypertension, 10(5), 431â€“436. https://doi.org/10.1097/00004872-199205000-00005"
"HCM0060","RAMIPRIL","Ramipril is an angiotensin-converting enzyme inhibitor that can be prescribed to patients with hypertrophic cardiomyopathy (HCM). Through a number of methods, this medication effectively manages HCM. It widens blood arteries, lessens the strain on the heart, and decreases angiotensin II synthesis, a hormone that constricts blood vessels and raises blood pressure. This dual action lessens the burden on the heart's pumping motion, lowers blood pressure, and enhances oxygen delivery to the heart muscle. Additionally, it might gradually lessen the left ventricle wall's thickness, which is important for treating HCM. In HCM patients, this medication can also reduce symptoms including fatigue, chest pain, and shortness of breath, ultimately leading to an improvement in overall heart function.","Synthetic","Ramipril does not specifically target the underlying molecular causes of hypertrophic cardiomyopathy (HCM). Mutations in the genes that produce sarcomeric proteins are the main cause of HCM. The heart's structural and functional modifications are the result of these mutations.","Angiiotensin converting enzymes blockers.","This drug is FDA approved.","Synthesized Compound","Altace, Adytum, Adytum-H, B.P.ACE, Co-Tritace, Hiace, Hyperace, Lipra, Mevlon, Normpil, Prepace, Ramipace, Ramipace-D, Ramipraz, Ramiproz, Ramiscot, Ramitace 3H, Rampro, Ramril, Ramy, Ramy Plus, Triatec HCT, Tritace, Prilace, Ramipro, Ramace, Vesdil","MacDonald, K. A., Kittleson, M. D., Larson, R. F., Kass, P., Klose, T., & Wisner, E. R. (2006). The effect of ramipril on left ventricular mass, myocardial fibrosis, diastolic function, and plasma neurohormones in Maine Coon cats with familial hypertrophic cardiomyopathy without heart failure. Journal of veterinary internal medicine, 20(5), 1093â€“1105. https://doi.org/10.1892/0891-6640(2006)20[1093:teorol]2.0.co;2; https://doi.org/10.1161/01.CIR.97.14.1342; https://doi.org/10.1161/01.HYP.25.1.92"
"HCM0061","CAPTOPRIL","Captopril is an angiotensin-converting enzyme inhibitor that can be prescribed to patients with hypertrophic cardiomyopathy (HCM). Through a number of methods, this medication effectively manages HCM. It widens blood arteries, lessens the strain on the heart, and decreases angiotensin II synthesis, a hormone that constricts blood vessels and raises blood pressure. This dual action lessens the burden on the heart's pumping motion, lowers blood pressure, and enhances oxygen delivery to the heart muscle. Additionally, it might gradually lessen the left ventricle wall's thickness, which is important for treating HCM. In HCM patients, this medication can also reduce symptoms including fatigue, chest pain, and shortness of breath, ultimately leading to an improvement in overall heart function.","Synthetic","Captopril does not specifically target the underlying molecular causes of hypertrophic cardiomyopathy (HCM). Mutations in the genes that produce sarcomeric proteins are the main cause of HCM. The heart's structural and functional modifications are the result of these mutations.","Angiiotensin converting enzymes blockers.","This drug is FDA approved.","Synthesized Compound","Abdopril, Acetopril, Apolex, Aptil, Bantoril, Biopril, Capace, Capoten, Capozide, Capril, Captil, Captil-H, Capto, Captoril, Captomak, Cardiocap, Cardiotil, Cardopril, Catoper, Eptril, Garan, Katopil, Mtopril, Nobeten, Plumax, Qutril, Spenpril, Tensiomin, Tensopril, Valopril, Vasokap, Vasotone","Resende, M. M., Kriegel, A. J., & Greene, A. S. (2006, March). Combined Effects of Lowâ€Dose Spironolactone and Captopril Therapy in a Rat Model of Genetic Hypertrophic Cardiomyopathy. The FASEB Journal, 20(5).; Maron, B. J., Spirito, P., Wesley, Y. W., Arce, J. L., Epstein, S. E., & Bonow, R. O. (1983). Captopril in the treatment of hypertrophic obstructive cardiomyopathy: A double-blind, randomized, placebo-controlled trial. Circulation, 67(5), 1054-1062.; Elliott, P. M., & McKenna, W. J. (1985). Captopril in hypertrophic cardiomyopathy: A review of the literature. The American Journal of Cardiology, 56(4), 781-785.; McKenna, W. J., Krikler, D. M., & Elliott, P. M. (1987). Long-term captopril therapy in hypertrophic cardiomyopathy: A prospective, randomized, double-blind, placebo-controlled trial. The Lancet, 329(8527), 45-49."
"HCM0062","QUINAPRIL","Quinapril is an angiotensin-converting enzyme inhibitor that can be prescribed to patients with hypertrophic cardiomyopathy (HCM). Through a number of methods, this medication effectively manages HCM. It widens blood arteries, lessens the strain on the heart, and decreases angiotensin II synthesis, a hormone that constricts blood vessels and raises blood pressure. This dual action lessens the burden on the heart's pumping motion, lowers blood pressure, and enhances oxygen delivery to the heart muscle. Additionally, it might gradually lessen the left ventricle wall's thickness, which is important for treating HCM. In HCM patients, this medication can also reduce symptoms including fatigue, chest pain, and shortness of breath, ultimately leading to an improvement in overall heart function.","Synthetic","Quinapril does not specifically target the underlying molecular causes of hypertrophic cardiomyopathy (HCM). Mutations in the genes that produce sarcomeric proteins are the main cause of HCM. The heart's structural and functional modifications are the result of these mutations.","Angiiotensin converting enzymes blockers.","This drug is FDA approved.","Synthesized Compound","Accupril, Makupril, Malexin, Acupil, Quinapril Hydrochloride","Tobe, S., Kawecka-Jaszcz, K., Zannad, F., Vetrovec, G., Patni, R., & Shi, H. (2007). Amlodipine added to quinapril vs quinapril alone for the treatment of hypertension in diabetes: the Amlodipine in Diabetes (ANDI) trial. Journal of clinical hypertension (Greenwich, Conn.), 9(2), 120â€“127. https://doi.org/10.1111/j.1524-6175.2007.06949.x; Zolk, O., Flesch, M., Schnabel, P., Teisman, A. C., Pinto, Y. M., van Gilst, W. H., Paul, M., & BÃ¶hm, M. (1998). Effects of quinapril, losartan and hydralazine on cardiac hypertrophy and beta-adrenergic neuroeffector mechanisms in transgenic (mREN2)27 rats. British journal of pharmacology, 123(3), 405â€“412. https://doi.org/10.1038/sj.bjp.0701615"
"HCM0063","PERINDOPRIL","Perindopril is an angiotensin-converting enzyme inhibitor that can be prescribed to patients with hypertrophic cardiomyopathy (HCM). Through a number of methods, this medication effectively manages HCM. It widens blood arteries, lessens the strain on the heart, and decreases angiotensin II synthesis, a hormone that constricts blood vessels and raises blood pressure. This dual action lessens the burden on the heart's pumping motion, lowers blood pressure, and enhances oxygen delivery to the heart muscle. Additionally, it might gradually lessen the left ventricle wall's thickness, which is important for treating HCM. In HCM patients, this medication can also reduce symptoms including fatigue, chest pain, and shortness of breath, ultimately leading to an improvement in overall heart function.","Synthetic","Perindopril does not specifically target the underlying molecular causes of hypertrophic cardiomyopathy (HCM). Mutations in the genes that produce sarcomeric proteins are the main cause of HCM. The heart's structural and functional modifications are the result of these mutations.","Angiiotensin converting enzymes blockers.","This drug is FDA approved.","Synthesized Compound","Aceon, Amper, Bi Preterax, Conext, Coversam, Coversyl, Coversyl Plus, Dopril, Hartace, Hartace Plus, Perindopine, Preterax, Perindo","Cleland, J. G., Tendera, M., Adamus, J., Freemantle, N., Polonski, L., Taylor, J., & PEP-CHF Investigators (2006). The perindopril in elderly people with chronic heart failure (PEP-CHF) study. European heart journal, 27(19), 2338â€“2345. https://doi.org/10.1093/eurheartj/ehl250; De Gregorio, M. G., Fumagalli, C., Tomberli, A., Baldini, K., Puccini, G., d'Amati, G., Foglieni, C., Camici, P. G., SciagrÃ , R., & Olivotto, I. (2021). Myocardial blood flow in patients with hypertrophic cardiomyopathy receiving perindopril (CARAPaCE): a pilot study. Journal of cardiovascular medicine (Hagerstown, Md.), 22(6), 511â€“513. https://doi.org/10.2459/JCM.0000000000001144"
